Location ID,Store Name,Store Number,Chain Name,Division Number,Address,City,State,Full Address,ZIP Code,isVerified,Latitude,Longitude
540FC212,Kroger - - Columbus Spoke,FC212,KROGER,540,6658 Shook Rd,Columbus,OH,"6658 Shook Rd, Columbus, OH, USA",43217,True,39.8299405,-82.9438749
01600991,Kroger - Loyalty Fulfillment Columbus,00991,KROGER,16,6658 Shook Rd,Columbus,OH,"6658 Shook Rd, Columbus, OH, USA",43217,True,39.8299405,-82.9438749
01600926,Kroger - Heath,00926,KROGER,16,910 Hebron Rd,Heath,OH,"910 Hebron Rd, Heath, OH, USA",43056,True,40.0257955,-82.44497779999999
01600514,Kroger - Gender Road,00514,KROGER,16,3588 Gender Rd,Canal Winchester,OH,"3588 Gender Rd, Canal Winchester, OH, USA",43110,True,39.9084177,-82.82248919999999
01600543,Kroger - Main Taylor,00543,KROGER,16,8460 E Main St,Reynoldsburg,OH,"8460 E Main St, Reynoldsburg, OH, USA",43068,True,39.956881,-82.77367579999999
01600591,Kroger - Pataskala,00591,KROGER,16,350 E Broad St,Pataskala,OH,"350 E Broad St, Pataskala, OH, USA",43062,True,40.0052765,-82.6647368
01600128,Kroger Marketplace - Kroger Newark Marketplace,00128,KROGER,16,1155 N 21st St,Newark,OH,"1155 N 21st St, Newark, OH, USA",43055,True,40.0794927,-82.4285962
01400380,Kroger - Hillsboro,00380,KROGER,14,575 Harry Sauner Rd,Hillsboro,OH,"575 Harry Sauner Rd, Hillsboro, OH, USA",45133,True,39.224619,-83.62008929999999
01600232,Kroger - Kroger Reynoldsburg,00232,KROGER,16,6580 E Main St,Reynoldsburg,OH,"6580 E Main St, Reynoldsburg, OH, USA",43068,True,39.9563306,-82.82198939999999
01600842,Kroger - Hoover Road,00842,KROGER,16,5965 Hoover Rd,Grove City,OH,"5965 Hoover Rd, Grove City, OH, USA",43123,True,39.8411986,-83.0751451
01600815,Kroger - Great Southern,00815,KROGER,16,3637 S High St,Columbus,OH,"3637 S High St, Columbus, OH, USA",43207,True,39.8879667,-83.0017764
01600822,Kroger - Washington Court House,00822,KROGER,16,548 Clinton Ave,Washington Court House,OH,"548 Clinton Ave, Washington Court House, OH, USA",43160,True,39.5340535,-83.4459214
01600853,Kroger - E Broad,00853,KROGER,16,7000 E Broad St,Columbus,OH,"7000 E Broad St, Columbus, OH, USA",43213,True,39.98293899999999,-82.81732199999999
01600806,Kroger - Great Eastern,00806,KROGER,16,850 S Hamilton Rd,Whitehall,OH,"850 S Hamilton Rd, Whitehall, OH, USA",43213,True,39.9586644,-82.8756713
01600897,Kroger - E Broad Whitehall,00897,KROGER,16,3675 E Broad St,Whitehall,OH,"3675 E Broad St, Whitehall, OH, USA",43213,True,39.972963,-82.90391300000002
01600893,Kroger - Moler,00893,KROGER,16,1441 Parsons Ave,Columbus,OH,"1441 Parsons Ave, Columbus, OH, USA",43207,True,39.9340222,-82.9854773
01600315,Kroger - Bexley,00315,KROGER,16,2000 E Main St,Columbus,OH,"2000 E Main St, Columbus, OH, USA",43205,True,39.9575842,-82.9444211
01600341,Kroger - Stringtown,00341,KROGER,16,2474 Stringtown Rd,Grove City,OH,"2474 Stringtown Rd, Grove City, OH, USA",43123,True,39.8827959,-83.0685197
01600522,Kroger Marketplace - Hunters Ridge,00522,KROGER,16,300 S Hamilton Rd,Gahanna,OH,"300 S Hamilton Rd, Gahanna, OH, USA",43230,True,39.9690178,-82.8750899
01600569,Kroger - Brewers Yard,00569,KROGER,16,150 W Sycamore St,Columbus,OH,"150 W Sycamore St, Columbus, OH, USA",43215,True,39.9501089,-83.0021204
01600990,Kroger - Eakin Road,00990,KROGER,16,2161 Eakin Rd,Columbus,OH,"2161 Eakin Rd, Columbus, OH, USA",43223,True,39.9311595,-83.0537454
01600871,Kroger - Stoneridge,00871,KROGER,16,1365 Stoneridge Dr,Gahanna,OH,"1365 Stoneridge Dr, Gahanna, OH, USA",43230,True,40.0541308,-82.8675116
01600587,Kroger - Short North Kroger 587,00587,KROGER,16,1350 N High St,Columbus,OH,"1350 N High St, Columbus, OH, USA",43201,True,39.9894549,-83.0052177
01600519,Kroger - Georgesville,00519,KROGER,16,1585 Georgesville Square Dr,Columbus,OH,"1585 Georgesville Square Dr, Columbus, OH, USA",43228,True,39.9204157,-83.12130090000001
01600881,Kroger - New Albany,00881,KROGER,16,5161 Hampsted Village Center Way,Columbus,OH,"5161 Hampsted Village Center Way, Columbus, OH, USA",43054,True,40.0889404,-82.8254934
01600546,Kroger - Johnstown,00546,KROGER,16,800 W Coshocton St,Johnstown,OH,"800 W Coshocton St, Johnstown, OH, USA",43031,True,40.1459442,-82.7054375
01600598,Kroger - Soldano Blvd,00598,KROGER,16,3600 Soldano Blvd,Columbus,OH,"3600 Soldano Blvd, Columbus, OH, USA",43228,True,39.9567389,-83.09702949999999
01600942,Kroger - Chambers Rd,00942,KROGER,16,1375 Chambers Rd,Columbus,OH,"1375 Chambers Rd, Columbus, OH, USA",43212,True,39.9927455,-83.0435322
01600965,Kroger - Sunbury Rd,00965,KROGER,16,5991 S Sunbury Rd,Westerville,OH,"5991 S Sunbury Rd, Westerville, OH, USA",43081,True,40.0840852,-82.8961712
01600971,Kroger - Clintonville,00971,KROGER,16,3417 N High St,Columbus,OH,"3417 N High St, Columbus, OH, USA",43214,True,40.0320437,-83.0176701
01600593,Kroger - Kroger Northland Village,00593,KROGER,16,1745 Morse Rd,Columbus,OH,"1745 Morse Rd, Columbus, OH, USA",43224,True,40.0584221,-82.97283759999999
01600623,Kroger - W Broad,00623,KROGER,16,5800 W Broad St,Galloway,OH,"5800 W Broad St, Galloway, OH, USA",43119,True,39.9520432,-83.15518469999999
01600920,Kroger - Schrock Rd,00920,KROGER,16,55 W Schrock Rd,Westerville,OH,"55 W Schrock Rd, Westerville, OH, USA",43081,True,40.1082476,-82.9274662
01600819,Kroger Marketplace - Graceland,00819,KROGER,16,199 Graceland Blvd,Columbus,OH,"199 Graceland Blvd, Columbus, OH, USA",43214,True,40.0650104,-83.025443
01600328,Kroger - Henderson Rd,00328,KROGER,16,1955 Henderson Rd,Upper Arlington,OH,"1955 Henderson Rd, Upper Arlington, OH, USA",43220,True,40.0542078,-83.07220989999999
01600867,Kroger - Hilliard-Rome,00867,KROGER,16,2525 Hilliard Rome Rd,Hilliard,OH,"2525 Hilliard Rome Rd, Hilliard, OH, USA",43026,True,40.0026209,-83.1547868
01600818,Kroger - Crown Plaza,00818,KROGER,16,2090 Crown Plaza Dr,Columbus,OH,"2090 Crown Plaza Dr, Columbus, OH, USA",43235,True,40.0653204,-83.0740549
01600847,Kroger - Maxtown,00847,KROGER,16,7345 State Route 3,Westerville,OH,"7345 State Route 3, Westerville, OH, USA",43082,True,40.1495561,-82.9207418
01600879,Kroger - Worthington Woods,00879,KROGER,16,1425 Worthington Centre Dr,Worthington,OH,"1425 Worthington Centre Dr, Worthington, OH, USA",43085,True,40.1230156,-82.979552
01600966,Kroger - Cemetery Road,00966,KROGER,16,4656 Cemetery Rd,Hilliard,OH,"4656 Cemetery Rd, Hilliard, OH, USA",43026,True,40.0333985,-83.14060889999999
01600273,Kroger Fresh Fare - Worthington Mall,00273,KROGER,16,60 Worthington Mall,Worthington,OH,"60 Worthington Mall, Worthington, OH, USA",43085,True,40.1092765,-83.0178423
01400420,Kroger - Maysville,00420,KROGER,14,370 Market Square Dr,Maysville,KY,"370 Market Square Dr, Maysville, KY, USA",41056,True,38.6255501,-83.7911345
02400712,Kroger - Indian Mound Dr,00712,KROGER,24,810 Indian Mound Dr,Mount Sterling,KY,"810 Indian Mound Dr, Mount Sterling, KY, USA",40353,True,38.0609613,-83.9537533
01400920,Kroger Marketplace - Mt Orab Marketplace,00920,KROGER,14,210 Sterling Run Blvd,Mount Orab,OH,"210 Sterling Run Blvd, Mount Orab, OH, USA",45154,True,39.0396384,-83.923495
01600820,Kroger - Mt Vernon,00820,KROGER,16,855 Coshocton Ave,Mount Vernon,OH,"855 Coshocton Ave, Mount Vernon, OH, USA",43050,True,40.399961,-82.4601313
01600802,Kroger - Sunbury,00802,KROGER,16,131 State Route 3,Sunbury,OH,"131 State Route 3, Sunbury, OH, USA",43074,True,40.2462329,-82.86860519999999
09700474,Harris Teeter - Mint Hill Pavilion,00474,HART,97,7036 Brighton Park Dr,MINT HILL,NC,"7036 Brighton Park Dr, MINT HILL, NC, USA",28227,True,35.1726784,-80.6609565
09700174,Harris Teeter - Mintworth Commons,00174,HART,97,5706 Wyalong Dr,Charlotte,NC,"5706 Wyalong Dr, Charlotte, NC, USA",28105,True,35.1729936,-80.7091403
09700061,Harris Teeter - Kenilworth Commons,00061,HART,97,1227 East Blvd,CHARLOTTE,NC,"1227 East Blvd, CHARLOTTE, NC, USA",28203,True,35.2037057,-80.84461189999999
09700412,Harris Teeter - Myers Park Center,00412,HART,97,1015 Providence Rd,CHARLOTTE,NC,"1015 Providence Rd, CHARLOTTE, NC, USA",28207,True,35.1957649,-80.8267632
09700305,Harris Teeter - Sedgefield,00305,HART,97,2717 South Blvd,Charlotte,NC,"2717 South Blvd, Charlotte, NC, USA",28209,True,35.2007862,-80.8658475
09700208,Harris Teeter - Cotswold,00208,HART,97,112 S Sharon Amity Rd,Charlotte,NC,"112 S Sharon Amity Rd, Charlotte, NC, USA",28211,True,35.1757256,-80.7983789
09700039,Harris Teeter - Stevens Mill Crossing,00039,HART,97,7800J Stevens Mill Rd,STALLINGS,NC,"7800J Stevens Mill Rd, STALLINGS, NC, USA",28104,True,35.1400564,-80.6235858
09700218,Harris Teeter - Park Road Shopping Center,00218,HART,97,4101 Park Rd,Charlotte,NC,"4101 Park Rd, Charlotte, NC, USA",28209,True,35.1743634,-80.84681739999999
09700171,Harris Teeter - Sardis Crossing,00171,HART,97,1621 Sardis Rd N,CHARLOTTE,NC,"1621 Sardis Rd N, CHARLOTTE, NC, USA",28270,True,35.1407675,-80.73867779999999
09700473,Harris Teeter - Idlewild Market,00473,HART,97,15080 Idlewild Rd Ste P,Matthews,NC,"15080 Idlewild Rd Ste P, Matthews, NC, USA",28104,True,35.1220302,-80.6536745
09700035,Harris Teeter - Park Selwyn Terrace,00035,HART,97,5030 Park Rd,CHARLOTTE,NC,"5030 Park Rd, CHARLOTTE, NC, USA",28209,True,35.1616577,-80.8494552
09700160,Harris Teeter - Morrocroft Village,00160,HART,97,6701 Carnegie Blvd,Charlotte,NC,"6701 Carnegie Blvd, Charlotte, NC, USA",28211,True,35.1528905,-80.8258089
09700157,Harris Teeter - Matthews Festival,00157,HART,97,1811 Matthews Township Pkwy,MATTHEWS,NC,"1811 Matthews Township Pkwy, MATTHEWS, NC, USA",28105,True,35.1249069,-80.70972859999999
09700872,Harris Teeter - Harris Teeter Cafe,00872,HART,97,701 Crestdale Rd,Matthews,NC,"701 Crestdale Rd, Matthews, NC, USA",28105,True,35.1169146,-80.70992009999999
09700294,Harris Teeter - Olde Towne Village,00294,HART,97,4100 Carmel Rd,Charlotte,NC,"4100 Carmel Rd, Charlotte, NC, USA",28226,True,35.1171477,-80.82437990000001
09700003,Harris Teeter - Berewick Town Center,00003,HART,97,4821 Berewick Town Center Dr,Charlotte,NC,"4821 Berewick Town Center Dr, Charlotte, NC, USA",28278,True,35.1603997,-80.97303339999999
09700004,Harris Teeter - Colony Place,00004,HART,97,7823 Colony Rd,Charlotte,NC,"7823 Colony Rd, Charlotte, NC, USA",28226,True,35.1065712,-80.80637399999999
09700204,Harris Teeter - Quail Corners,00204,HART,97,8538 Park Rd,CHARLOTTE,NC,"8538 Park Rd, CHARLOTTE, NC, USA",28210,True,35.1169514,-80.8577574
09700030,Harris Teeter - Arboretum,00030,HART,97,3333 Pineville Matthews Rd,Charlotte,NC,"3333 Pineville Matthews Rd, Charlotte, NC, USA",28226,True,35.096321,-80.78463
09700147,Harris Teeter - Plantation Market,00147,HART,97,3100 Weddington Rd,MATTHEWS,NC,"3100 Weddington Rd, MATTHEWS, NC, USA",28105,True,35.0825708,-80.7321822
09700273,Harris Teeter - Austin Village,00273,HART,97,1351 Chestnut Ln,Matthews,NC,"1351 Chestnut Ln, Matthews, NC, USA",28104,True,35.0683023,-80.7007362
09700281,Harris Teeter - Kendrick Crossing,00281,HART,97,3350 Robinwood Rd,Gastonia,NC,"3350 Robinwood Rd, Gastonia, NC, USA",28054,True,35.2161893,-81.158706
09700129,Harris Teeter - Sun Valley,00129,HART,97,6610 Old Monroe Rd,Indian Trail,NC,"6610 Old Monroe Rd, Indian Trail, NC, USA",28079,True,35.0472195,-80.6485593
09700045,Harris Teeter - Providence Commons,00045,HART,97,10616 Providence Rd,CHARLOTTE,NC,"10616 Providence Rd, CHARLOTTE, NC, USA",28277,True,35.0664345,-80.7718051
09700439,Harris Teeter Fuel - Harris Teeter Fuel Charlotte,00439,HART,97,11041 Golf Links Dr N,Charlotte,NC,"11041 Golf Links Dr N, Charlotte, NC, USA",28277,True,35.0536771,-80.77141019999999
09700440,Harris Teeter - Rea Farms,00440,HART,97,11135 Golf Links Dr,Charlotte,NC,"11135 Golf Links Dr, Charlotte, NC, USA",28277,True,35.0519074,-80.7724992
09700066,Harris Teeter - Stonecrest,00066,HART,97,7852 Rea Rd,CHARLOTTE,NC,"7852 Rea Rd, CHARLOTTE, NC, USA",28277,True,35.0598739,-80.81684369999999
09700088,Harris Teeter - Steelecroft,00088,HART,97,13000 S Tryon St,Charlotte,NC,"13000 S Tryon St, Charlotte, NC, USA",28278,True,35.1025257,-80.98938629999999
09700011,Harris Teeter - Ballantyne Commons East,00011,HART,97,15007 John J Delaney Dr,Charlotte,NC,"15007 John J Delaney Dr, Charlotte, NC, USA",28277,True,35.0531034,-80.8490228
09700027,Harris Teeter - Blakeney,00027,HART,97,9720 Rea Rd,CHARLOTTE,NC,"9720 Rea Rd, CHARLOTTE, NC, USA",28277,True,35.0362495,-80.8068067
09700343,Harris Teeter - Weddington Corners,00343,HART,97,13639 Providence Rd,MATTHEWS,NC,"13639 Providence Rd, MATTHEWS, NC, USA",28104,True,35.02397,-80.7610186
09700370,Harris Teeter - Springfield Town Center,00370,HART,97,500 Mercantile Pl,Fort Mill,SC,"500 Mercantile Pl, Fort Mill, SC, USA",29715,True,35.0579914,-80.93537529999999
09700249,Harris Teeter - Village Commons,00249,HART,97,5920 Weddington Monroe Rd,Wesley Chapel,NC,"5920 Weddington Monroe Rd, Wesley Chapel, NC, USA",28104,True,34.9998426,-80.700042
09700317,Harris Teeter - Shoppes at Ardrey Kell,00317,HART,97,16625 Lancaster Hwy,Charlotte,NC,"16625 Lancaster Hwy, Charlotte, NC, USA",28277,True,35.0242791,-80.8480715
09700475,Harris Teeter - Stockbridge Commons,00475,HART,97,867 Stockbridge Dr,Fort Mill,SC,"867 Stockbridge Dr, Fort Mill, SC, USA",29708,True,35.062375,-80.99457509999999
09700082,Harris Teeter - West Town Market,00082,HART,97,1750 Highway 160 W,Fort Mill,SC,"1750 Highway 160 W, Fort Mill, SC, USA",29708,True,35.0353706,-80.9706308
09700080,Harris Teeter - PineCroft,00080,HART,97,305 Ivey Ln,Pinehurst,NC,"305 Ivey Ln, Pinehurst, NC, USA",28374,True,35.2056929,-79.4841862
09700182,Harris Teeter - Cureton Town Center,00182,HART,97,8157 Kensington Dr,WAXHAW,NC,"8157 Kensington Dr, WAXHAW, NC, USA",28173,True,34.9538604,-80.7594602
09700212,Harris Teeter - Mill Creek Village,00212,HART,97,400 Mill Creek Rd,Carthage,NC,"400 Mill Creek Rd, Carthage, NC, USA",28327,True,35.2269183,-79.3958049
09700029,Harris Teeter - Center Park,00029,HART,97,11109 US 15 501 Hwy Ste B 1804,Aberdeen,NC,"11109 US 15 501 Hwy Ste B 1804, Aberdeen, NC, USA",28315,True,35.1564615,-79.4175436
09700025,Harris Teeter - Highland Centre,00025,HART,97,2800 Raeford Rd,FAYETTEVILLE,NC,"2800 Raeford Rd, FAYETTEVILLE, NC, USA",28303,True,35.0471675,-78.9235155
09700393,Harris Teeter - Traemoor Village,00393,HART,97,3050 Traemoor Village Dr,FAYETTEVILLE,NC,"3050 Traemoor Village Dr, FAYETTEVILLE, NC, USA",28306,True,34.98279369999999,-79.01366469999999
09700421,Harris Teeter - New Bern Marketplace,00421,HART,97,3565 M L King Jr Blvd,New Bern,NC,"3565 M L King Jr Blvd, New Bern, NC, USA",27568,True,35.108493,-77.04411429999999
09700139,Harris Teeter - Carolina Colours,00139,HART,97,2032 Waterscape Way,New Bern,NC,"2032 Waterscape Way, New Bern, NC, USA",28562,True,35.01442,-77.00705700000002
09700135,Harris Teeter - Surf City Crossing,00135,HART,97,203 Alston Blvd,Hampstead,NC,"203 Alston Blvd, Hampstead, NC, USA",27568,True,34.3675936,-77.71054819999999
09700191,Harris Teeter - Oak Landing,00191,HART,97,8260 Market St,Wilmington,NC,"8260 Market St, Wilmington, NC, USA",28411,True,34.2978343,-77.7901732
09700225,Harris Teeter - Waterford Village,00225,HART,97,2021 Olde Regent Way,Leland,NC,"2021 Olde Regent Way, Leland, NC, USA",28451,True,34.2192114,-78.0170208
09700210,Harris Teeter - Mayfaire,00210,HART,97,6805 Parker Farm Dr Unit C10,Wilmington,NC,"6805 Parker Farm Dr Unit C10, Wilmington, NC, USA",28405,True,34.2350793,-77.83164760000001
09700162,Harris Teeter - Hanover Center,00162,HART,97,3501 Oleander Dr Ste 18,WILMINGTON,NC,"3501 Oleander Dr Ste 18, WILMINGTON, NC, USA",28403,True,34.21687,-77.90298
09700158,Harris Teeter - South College Marketplace,00158,HART,97,820 S College Rd,Wilmington,NC,"820 S College Rd, Wilmington, NC, USA",28403,True,34.2194802,-77.88598689999999
09700301,Harris Teeter - Lumina Commons,00301,HART,97,1940 Eastwood Rd,WILMINGTON,NC,"1940 Eastwood Rd, WILMINGTON, NC, USA",28403,True,34.2208817,-77.8221695
09700441,Harris Teeter - Long Leaf Mall,00441,HART,97,2800 S College Rd,Wilmington,NC,"2800 S College Rd, Wilmington, NC, USA",28412,True,34.1964966,-77.89022849999999
09700264,Harris Teeter - Riverlights,00264,HART,97,3860 Carolina Beach Rd,Wilmington,NC,"3860 Carolina Beach Rd, Wilmington, NC, USA",28412,True,34.17419,-77.92499
09700096,Harris Teeter - Beau Rivage Marketplace,00096,HART,97,5920 Carolina Beach Rd,Wilmington,NC,"5920 Carolina Beach Rd, Wilmington, NC, USA",28412,True,34.124803,-77.90245589999999
09700265,Harris Teeter - Govenors Station,00265,HART,97,5000 US Highway 70 W Ste 100,Morehead City,NC,"5000 US Highway 70 W Ste 100, Morehead City, NC, USA",28557,True,34.735962,-76.7922572
09700149,Harris Teeter - Northwoods Square,00149,HART,97,2750 Celanese Rd,ROCK HILL,SC,"2750 Celanese Rd, ROCK HILL, SC, USA",29732,True,34.9771447,-81.0279336
09700372,Harris Teeter - Carolina Commons,00372,HART,97,6271 Carolina Commons Dr,INDIAN LAND,SC,"6271 Carolina Commons Dr, INDIAN LAND, SC, USA",29707,True,34.9368815,-80.8384049
09700291,Harris Teeter - Hudson Corners HT,00291,HART,97,2145 Old Spartanburg Rd,Greer,SC,"2145 Old Spartanburg Rd, Greer, SC, USA",29650,True,34.891745,-82.29167729999999
09700357,Harris Teeter - Northpointe,00357,HART,97,100 Wade Hampton Blvd,Greenville,SC,"100 Wade Hampton Blvd, Greenville, SC, USA",29609,True,34.860988,-82.385712
09700420,Harris Teeter - Lewis Plaza,00420,HART,97,1720 Augusta St,Greenville,SC,"1720 Augusta St, Greenville, SC, USA",29605,True,34.8266829,-82.3989132
01100678,Kroger Marketplace - Killians Crossing,00678,KROGER,11,1028 Roberts Branch Pkwy,Columbia,SC,"1028 Roberts Branch Pkwy, Columbia, SC, USA",29203,True,34.142954,-80.9517279
01100448,Kroger - Sparkleberry Square SC,00448,KROGER,11,10136 Two Notch Rd,Columbia,SC,"10136 Two Notch Rd, Columbia, SC, USA",29229,True,34.1161593,-80.8790141
01100002,Kroger - Irmo Station - St Andrews Rd,00002,KROGER,11,7467 Saint Andrews Rd,Irmo,SC,"7467 Saint Andrews Rd, Irmo, SC, USA",29063,True,34.0867557,-81.1850367
01100012,Kroger - Forest Acres,00012,KROGER,11,3403 Forest Dr,Columbia,SC,"3403 Forest Dr, Columbia, SC, USA",29204,True,34.0199733,-80.99121459999999
09700124,Harris Teeter - Florence - Palmetto St,00124,HART,97,1930 W Palmetto St,Florence,SC,"1930 W Palmetto St, Florence, SC, USA",29501,True,34.1878586,-79.8056849
01100020,Kroger - Ocean Plaza,00020,KROGER,11,781 Main St,North Myrtle Beach,SC,"781 Main St, North Myrtle Beach, SC, USA",29582,True,33.826539,-78.6800267
01100016,Kroger - Galleria Shopping Center,00016,KROGER,11,9610 N Kings Hwy,Myrtle Beach,SC,"9610 N Kings Hwy, Myrtle Beach, SC, USA",29572,True,33.7774008,-78.7919082
01100026,Kroger - Carolina Forest Plaza,00026,KROGER,11,3735 Renee Dr,Myrtle Beach,SC,"3735 Renee Dr, Myrtle Beach, SC, USA",29579,True,33.7596341,-78.9665119
01100025,Kroger - Garden City Beach,00025,KROGER,11,2939 S Highway 17,Murrells Inlet,SC,"2939 S Highway 17, Murrells Inlet, SC, USA",29576,True,33.584226,-79.0138156
02600862,Kroger - Alcoa,00862,KROGER,26,244 S Hall Rd,Alcoa,TN,"244 S Hall Rd, Alcoa, TN, USA",37701,True,35.7640488,-83.9714497
02600683,Kroger Marketplace - Maryville Marketplace,00683,KROGER,26,507 Foothills Plz,Maryville,TN,"507 Foothills Plz, Maryville, TN, USA",37801,True,35.7412454,-83.9942513
02600525,Kroger - Northshore,00525,KROGER,26,9501 S Northshore Dr,Knoxville,TN,"9501 S Northshore Dr, Knoxville, TN, USA",37922,True,35.8617071,-84.0701216
02600686,Kroger Marketplace - Campbell Station Exchange,00686,KROGER,26,189 Brooklawn St,Farragut,TN,"189 Brooklawn St, Farragut, TN, USA",37934,True,35.8804198,-84.1571553
02600690,Kroger Marketplace - Oak Ridge Marketplace,00690,KROGER,26,1550 Oak Ridge Tpke,Oak Ridge,TN,"1550 Oak Ridge Tpke, Oak Ridge, TN, USA",37830,True,36.012032,-84.26823259999999
02600628,Kroger - Harriman,00628,KROGER,26,1820 Roane State Hwy,Harriman,TN,"1820 Roane State Hwy, Harriman, TN, USA",37748,True,35.892167,-84.5507681
01100437,Kroger - Thompson Bridge Commons,00437,KROGER,11,3630 Thompson Bridge Rd,Gainesville,GA,"3630 Thompson Bridge Rd, Gainesville, GA, USA",30506,True,34.3741169,-83.8705363
01100670,Kroger Marketplace - Dawsonville Marketplace,00670,KROGER,11,378 Marketplace Pkwy,Dawsonville,GA,"378 Marketplace Pkwy, Dawsonville, GA, USA",30534,True,34.3499871,-84.0532494
01100682,Kroger Marketplace - New Holland Market,00682,KROGER,11,1931 Jesse Jewell PKWY SE,Gainesville,GA,"1931 Jesse Jewell PKWY SE, Gainesville, GA, USA",30501,True,34.3150171,-83.7975718
02600597,Kroger Pharmacy - Crossville Rx,00597,KROGER,26,126 Stonehenge Dr,Crossville,TN,"126 Stonehenge Dr, Crossville, TN, USA",38558,True,36.0086423,-84.8855316
01100620,Kroger - Burgess Crossing,00620,KROGER,11,115 Bill Wigington Pkwy,Jasper,GA,"115 Bill Wigington Pkwy, Jasper, GA, USA",30143,True,34.4666417,-84.4625861
01100265,Kroger - Whitfield Square,00265,KROGER,11,1205 N Glenwood Ave,Dalton,GA,"1205 N Glenwood Ave, Dalton, GA, USA",30721,True,34.7921623,-84.9625451
02600599,Kroger - Highland Square,00599,KROGER,26,265 Highland Sq,Crossville,TN,"265 Highland Sq, Crossville, TN, USA",38555,True,35.9583034,-85.0459162
01100473,Kroger - Keith Bridge Commons,00473,KROGER,11,2655 Freedom Pkwy,Cumming,GA,"2655 Freedom Pkwy, Cumming, GA, USA",30041,True,34.2508424,-84.09119659999999
01100458,Kroger - Dalton Plaza,00458,KROGER,11,1365 W Walnut Ave,Dalton,GA,"1365 W Walnut Ave, Dalton, GA, USA",30720,True,34.7586029,-84.9945923
01100632,Kroger - Royal Lakes,00632,KROGER,11,4025 Winder Hwy,Flowery Branch,GA,"4025 Winder Hwy, Flowery Branch, GA, USA",30542,True,34.196352,-83.8574896
01100432,Kroger - Greens Corner,00432,KROGER,11,2325 Bethelview Rd,Cumming,GA,"2325 Bethelview Rd, Cumming, GA, USA",30040,True,34.2383802,-84.19312599999999
01100408,Kroger - Woodmont Village,00408,KROGER,11,8020 Cumming Hwy,Canton,GA,"8020 Cumming Hwy, Canton, GA, USA",30115,True,34.2539974,-84.35832429999999
01100638,Kroger - Loggins Corner,00638,KROGER,11,1685 Old Pendergrass Rd,Jefferson,GA,"1685 Old Pendergrass Rd, Jefferson, GA, USA",30549,True,34.1225381,-83.60578830000001
01100627,Kroger Marketplace - Bethelview Plaza,00627,KROGER,11,5550 Bethelview Rd,Cumming,GA,"5550 Bethelview Rd, Cumming, GA, USA",30040,True,34.1710888,-84.1844344
01100416,Kroger - Clearwater Crossing,00416,KROGER,11,7380 Spout Springs Rd,Flowery Branch,GA,"7380 Spout Springs Rd, Flowery Branch, GA, USA",30542,True,34.1076445,-83.87409439999999
01100687,Kroger - Sugar Hill,00687,KROGER,11,6001 Cumming Hwy,Sugar Hill,GA,"6001 Cumming Hwy, Sugar Hill, GA, USA",30518,True,34.1219809,-84.0766948
01100494,Kroger - Hamilton Ridge,00494,KROGER,11,3300 Hamilton Mill Rd,Buford,GA,"3300 Hamilton Mill Rd, Buford, GA, USA",30519,True,34.0931666,-83.93777349999999
01100444,Kroger - Grassland Crossing,00444,KROGER,11,5665 Atlanta Hwy,Alpharetta,GA,"5665 Atlanta Hwy, Alpharetta, GA, USA",30004,True,34.145101,-84.2497755
01100486,Kroger - Sharon Greens,00486,KROGER,11,1595 Peachtree Pkwy,Cumming,GA,"1595 Peachtree Pkwy, Cumming, GA, USA",30041,True,34.1233467,-84.17052290000001
01100393,Kroger - Calhoun Place,00393,KROGER,11,136 W Belmont Dr,Calhoun,GA,"136 W Belmont Dr, Calhoun, GA, USA",30701,True,34.4766373,-84.93537309999999
01100680,Kroger - Hickory Flat Commons,00680,KROGER,11,6766 Hickory Flat Hwy,Canton,GA,"6766 Hickory Flat Hwy, Canton, GA, USA",30115,True,34.171874,-84.4149186
01100457,Kroger - Mountain Crossing,00457,KROGER,11,2700 Braselton Hwy,Dacula,GA,"2700 Braselton Hwy, Dacula, GA, USA",30019,True,34.0507647,-83.9292256
01100402,Kroger - Canton,00402,KROGER,11,4045 Marietta Hwy,Canton,GA,"4045 Marietta Hwy, Canton, GA, USA",30114,True,34.1930032,-84.50765120000001
01100426,Kroger - Suwanee,00426,KROGER,11,400 Peachtree Industrial Blvd,Suwanee,GA,"400 Peachtree Industrial Blvd, Suwanee, GA, USA",30024,True,34.0642116,-84.07233000000001
01100434,Kroger - Johns Creek,00434,KROGER,11,3651 Peachtree Pkwy,Suwanee,GA,"3651 Peachtree Pkwy, Suwanee, GA, USA",30024,True,34.0692996,-84.1655828
01100495,Kroger - Windward Commons,00495,KROGER,11,12870 Highway 9 N,Alpharetta,GA,"12870 Highway 9 N, Alpharetta, GA, USA",30004,True,34.0963369,-84.2782446
01100469,Kroger - Windward Village,00469,KROGER,11,11877 Douglas Rd,Alpharetta,GA,"11877 Douglas Rd, Alpharetta, GA, USA",30005,True,34.0704313,-84.20763819999999
01100635,Kroger - Dacula,00635,KROGER,11,505 Dacula Rd,Dacula,GA,"505 Dacula Rd, Dacula, GA, USA",30019,True,33.9999653,-83.9066129
01100430,Kroger - Toonigh Village,00430,KROGER,11,5341 Old Highway 5,Woodstock,GA,"5341 Old Highway 5, Woodstock, GA, USA",30188,True,34.1405577,-84.5043103
